"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"Andorra","2002","Office machines; for sorting or folding mail or for inserting mail in envelopes or bands, machines for opening, closing or sealing mail and machines for affixing or cancelling postage stamps","Import","377","70","No Quantity",""
"Andorra","2002","Office machines; not elsewhere classified","Import","827338","37504","No Quantity",""
"Andorra","2002","Office machines; not elsewhere classified","Export","127354","5531","No Quantity",""
"Andorra","2002","Typewriters and word-processing machines; parts and accessories of the machines of heading 84.69 (other than covers, carrying cases and the like)","Import","20027","391","Weight in kilograms","391"
"Andorra","2002","Typewriters and word-processing machines; parts and accessories of the machines of heading 84.69 (other than covers, carrying cases and the like)","Export","30445","657","Weight in kilograms","657"
"Andorra","2002","Calculating machines; parts and accessories of the electronic calculating machines of item no. 8470.10, 8470.21 or 8470.29 (other than covers, carrying cases and the like)","Import","2892","40","Weight in kilograms","40"
"Andorra","2002","Machinery; parts and accessories of the machines of item no. 8470.30. 8470.50 or 8470.90 (other than covers, carrying cases and the like)","Import","16111","31","Weight in kilograms","31"
"Andorra","2002","Machinery; parts and accessories (other than covers, carrying cases and the like) of the machines of heading no. 8471","Import","6195224","181976","Weight in kilograms","181976"
"Andorra","2002","Machinery; parts and accessories (other than covers, carrying cases and the like) of the machines of heading no. 8471","Export","49732","1108","Weight in kilograms","1108"
"Andorra","2002","Machinery; parts and accessories (other than covers, carrying cases and the like) of the machines of heading no. 8472","Import","13316","723","Weight in kilograms","723"
"Andorra","2002","Machines; parts and accessories (other than covers, carrying cases and the like) equally suitable for use with machines of two or more of the headings 8470 to 8472","Import","3854807","74460","Weight in kilograms","74460"
"Andorra","2002","Machines; parts and accessories (other than covers, carrying cases and the like) equally suitable for use with machines of two or more of the headings 8470 to 8472","Export","235444","2619","Weight in kilograms","2619"
"Andorra","2002","Machines; for crushing or grinding earth, stone, ores or other mineral substances","Import","468604","73590","Number of items","12"
"Andorra","2002","Machines; for crushing or grinding earth, stone, ores or other mineral substances","Export","32736","33000","Number of items","2"
"Andorra","2002","Machines; concrete or mortar mixers","Import","183977","41719","No Quantity",""
"Andorra","2002","Machines; concrete or mortar mixers","Export","33641","21282","Number of items","5"
"Andorra","2002","Machines; for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened cements, plastering materials in powder or paste form, machines for forming foundry moulds of sand","Import","1071","38","Number of items",""
"Andorra","2002","Machines, for sorting, screening, separating, washing, crushing etc mineral substances, for agglomerating, shaping or moulding solid fuels, ceramic pastes etc, for forming foundry moulds of sand; parts","Import","17567","6414","Weight in kilograms","6414"
"Andorra","2002","Machines, for sorting, screening, separating, washing, crushing etc mineral substances, for agglomerating, shaping or moulding solid fuels, ceramic pastes etc, for forming foundry moulds of sand; parts","Export","7204","5000","Weight in kilograms","5000"
"Andorra","2002","Machines; for assembling electric or electronic lamps, tubes, valves or flashbulbs, in glass envelopes","Import","42293","351","Number of items","1"
"Andorra","2002","Machines; automatic beverage-vending machines, incorporating heating or refrigerating devices","Import","16342","4378","Number of items","16"
"Andorra","2002","Machines; automatic beverage-vending machines, incorporating heating or refrigerating devices","Export","199","80","Number of items",""
"Andorra","2002","Machines; automatic beverage-vending machines, not incorporating heating or refrigerating devices","Import","44630","4594","No Quantity",""
"Andorra","2002","Machines; automatic goods-vending machines, (e.g. postage stamp, cigarette, food or money-changing machines, excluding beverage-vending machines), incorporating heating or refrigerating devices","Import","16765","260","No Quantity",""
"Andorra","2002","Machines; automatic goods-vending machines, (e.g. postage stamp, cigarette, food or money-changing machines, excluding beverage-vending machines), not incorporating heating or refrigerating devices","Import","183405","14265","No Quantity",""
"Andorra","2002","Machines; parts of automatic goods-vending machines","Import","62259","4194","Weight in kilograms","4194"
"Andorra","2002","Machines; parts of automatic goods-vending machines","Export","1210","480","Weight in kilograms","480"
"Andorra","2002","Machinery; vacuum moulding machines and other thermoforming machines, for working rubber or plastics or for the manufacture of products from these materials","Import","9501","256","Number of items",""
"Andorra","2002","Machinery; parts of the machines of heading no. 8477, n.e.c. in item no. 8477.90","Import","3747","7","Weight in kilograms","7"
"Andorra","2002","Machinery; for preparing or making up tobacco, n.e.c. in this chapter","Import","35091","2268","Number of items","1"
"Andorra","2002","Machinery; for preparing or making up tobacco, n.e.c. in this chapter","Export","20768","815","Number of items","1"
"Andorra","2002","Machinery; parts of those for preparing or making up tobacco, n.e.c. in this chapter","Import","202660","28447","Weight in kilograms","28447"
"Andorra","2002","Machinery; parts of those for preparing or making up tobacco, n.e.c. in this chapter","Export","25516","20500","Weight in kilograms","20500"
"Andorra","2002","Machinery and mechanical appliances; for public works, building or the like","Import","395108","46511","Number of items","31"
"Andorra","2002","Machinery and mechanical appliances; for public works, building or the like","Export","2666","4100","Number of items",""
"Andorra","2002","Machinery; for the extraction or preparation of animal or fixed vegetable or microbial fats or oils","Import","147","3","Number of items",""
"Andorra","2002","Machinery and mechanical appliances; presses for the manufacture of particle or fibre building board of wood or other ligneous materials and other machinery for treating wood or cork","Import","239769","28724","No Quantity",""
"Andorra","2002","Machinery and mechanical appliances; presses for the manufacture of particle or fibre building board of wood or other ligneous materials and other machinery for treating wood or cork","Export","143","300","No Quantity",""
"Andorra","2002","Machinery and mechanical appliances; evaporative air coolers","Import","198","5","No Quantity",""
"Andorra","2002","Machines; for mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring","Import","209229","19387","Number of items","33"
"Andorra","2002","Machines and mechanical appliances; having individual functions, n.e.c. or included in this chapter","Import","764824","81936","No Quantity",""
"Andorra","2002","Machines and mechanical appliances; having individual functions, n.e.c. or included in this chapter","Export","30046","3169","Number of items","11"
"Andorra","2002","Machines and mechanical appliances; parts, of those having individual functions","Import","859645","45822","Weight in kilograms","45822"
"Andorra","2002","Machines and mechanical appliances; parts, of those having individual functions","Export","46205","658","Weight in kilograms","658"
"Andorra","2002","Mould bases; for metal, metal carbides, glass, mineral materials, rubber or plastics","Export","85","1200","Weight in kilograms","1200"
"Andorra","2002","Moulds; for metal or metal carbides, other than injection or compression types","Import","57","4","Weight in kilograms","4"
